"","x"
"1",0.0196036862003974
"2",0.0196906953987249
"3",0.0197559779916821
"4",0.0196864040678931
"5",0.0198233844638344
"6",0.0198242240523785
"7",0.0198043388753734
"8",0.0198702598468022
"9",0.0198078979185372
"10",0.0198301611606092
"11",0.0198311862201107
"12",0.019813239827097
"13",0.0193963216137541
