"","x"
"1",0.0195261455822026
"2",0.0196065432902016
"3",0.0196619285149558
"4",0.0195799297378221
"5",0.0197004243647192
"6",0.019682682665488
"7",0.0196419573473183
"8",0.0196843542818665
"9",0.0195983848144148
"10",0.0195960012643412
"11",0.0195734507887139
"12",0.019534469868601
"13",0.0191060820686226
