"","x"
"1",0.0196035353055411
"2",0.0196844127871113
"3",0.0197445163267545
"4",0.0196707387005131
"5",0.0198041402532321
"6",0.0198021319696838
"7",0.0197798968288194
"8",0.0198435397131655
"9",0.0197787610390235
"10",0.0197976021823075
"11",0.0197936304994221
"12",0.0197682797916106
"13",0.0193419995666107
