"","x"
"1",0.0196257527632148
"2",0.0196704560591271
"3",0.0196969262042448
"4",0.0195927844749188
"5",0.0196981571980951
"6",0.0196717623140105
"7",0.0196287469916479
"8",0.0196746123566759
"9",0.0195971465799561
"10",0.0196070846985836
"11",0.0195993970728604
"12",0.0195761049209653
"13",0.0191615671830366
