"","x"
"1",0.0195048518711219
"2",0.0195730393577696
"3",0.0196205402989915
"4",0.0195352050642656
"5",0.0196560111205834
"6",0.0196428254059032
"7",0.0196103651570188
"8",0.0196641517081651
"9",0.0195923099561575
"10",0.0196056618309448
"11",0.0195995221472224
"12",0.0195762636435218
"13",0.0191606115626695
