"","x"
"1",0.0195620804011089
"2",0.0196293424889209
"3",0.0196784477766999
"4",0.0195968110185938
"5",0.0197243030466311
"6",0.0197196008137854
"7",0.0196975004312577
"8",0.019763694277629
"9",0.0197048653724214
"10",0.0197322859614252
"11",0.0197400648449682
"12",0.0197296858030582
"13",0.0193218155908995
