"","x"
"1",0.0195171651813176
"2",0.01959081238454
"3",0.0196432384534814
"4",0.0195620942628667
"5",0.0196867623386544
"6",0.0196766439671341
"7",0.0196465546899663
"8",0.0197021709555026
"9",0.019631142503813
"10",0.0196446045006617
"11",0.0196375665834942
"12",0.0196122910578466
"13",0.0191928214615546
