"","x"
"1",0.0195412969894584
"2",0.0196196145524733
"3",0.0196757223880063
"4",0.019596974873841
"5",0.0197232584211994
"6",0.0197132857504831
"7",0.0196819662160849
"8",0.0197349211622276
"9",0.0196589244170836
"10",0.0196648716744209
"11",0.0196468736644747
"12",0.0196063940445181
"13",0.0191676339878652
