"","x"
"1",0.0195241744306426
"2",0.0195906386302943
"3",0.0196393656618478
"4",0.0195578748781732
"5",0.0196852152361122
"6",0.0196805687261741
"7",0.0196582935170045
"8",0.0197234376649267
"9",0.0196622894341952
"10",0.0196846944902602
"11",0.0196837734567122
"12",0.0196596099544132
"13",0.0192337845099056
