"","x"
"1",0.0195830550335722
"2",0.0196260904999811
"3",0.0196479520104074
"4",0.0195367062004753
"5",0.0196317561941444
"6",0.0195929367942629
"7",0.0195354491248668
"8",0.0195647408706589
"9",0.0194704433247074
"10",0.0194631397902062
"11",0.0194395309727559
"12",0.0194031022259726
"13",0.0189829469833988
